fit_role,loo_position,sample_id,n_fit_observations,inner_cv_rmse,fit_seconds,best_parameters,model__regressor__alpha,model__regressor__gamma,procedure,outer_fold,SubjectNumber,inner_cv_rmse_years
leave_one_out,51.0,106.0,114.0,1.4553911679516582,0.8692903330083936,"{'model__regressor__alpha': 0.03162277660168379, 'model__regressor__gamma': 0.003}",0.0316227766016837,0.003,RBF Kernel Ridge,,,
leave_one_out,52.0,108.0,114.0,1.4421449033480065,0.8725745410192758,"{'model__regressor__alpha': 0.03162277660168379, 'model__regressor__gamma': 0.003}",0.0316227766016837,0.003,RBF Kernel Ridge,,,
leave_one_out,53.0,109.0,114.0,1.4253197851458803,0.8738627909915522,"{'model__regressor__alpha': 0.0031622776601683794, 'model__regressor__gamma': 0.001}",0.0031622776601683,0.001,RBF Kernel Ridge,,,
leave_one_out,54.0,110.0,114.0,1.467780277335444,0.871216082945466,"{'model__regressor__alpha': 0.03162277660168379, 'model__regressor__gamma': 0.003}",0.0316227766016837,0.003,RBF Kernel Ridge,,,
leave_one_out,55.0,112.0,114.0,1.4681665508591024,0.8840925419935957,"{'model__regressor__alpha': 0.0031622776601683794, 'model__regressor__gamma': 0.001}",0.0031622776601683,0.001,RBF Kernel Ridge,,,
leave_one_out,56.0,113.0,114.0,1.4781825080392987,0.8670140829635784,"{'model__regressor__alpha': 0.03162277660168379, 'model__regressor__gamma': 0.003}",0.0316227766016837,0.003,RBF Kernel Ridge,,,
leave_one_out,57.0,115.0,114.0,1.4560404980843968,0.8769615419441834,"{'model__regressor__alpha': 0.0031622776601683794, 'model__regressor__gamma': 0.001}",0.0031622776601683,0.001,RBF Kernel Ridge,,,
leave_one_out,58.0,116.0,114.0,1.4515155467934802,0.8797643750440329,"{'model__regressor__alpha': 0.0031622776601683794, 'model__regressor__gamma': 0.001}",0.0031622776601683,0.001,RBF Kernel Ridge,,,
leave_one_out,59.0,118.0,114.0,1.4486885717371298,0.8701134999282658,"{'model__regressor__alpha': 0.0031622776601683794, 'model__regressor__gamma': 0.001}",0.0031622776601683,0.001,RBF Kernel Ridge,,,
leave_one_out,60.0,119.0,114.0,1.4564382175832808,0.898661290993914,"{'model__regressor__alpha': 0.0031622776601683794, 'model__regressor__gamma': 0.001}",0.0031622776601683,0.001,RBF Kernel Ridge,,,
leave_one_out,61.0,120.0,114.0,1.492849049495415,0.9036761249881238,"{'model__regressor__alpha': 0.03162277660168379, 'model__regressor__gamma': 0.003}",0.0316227766016837,0.003,RBF Kernel Ridge,,,
leave_one_out,62.0,121.0,114.0,1.4781633144927118,0.8942381659289822,"{'model__regressor__alpha': 0.0031622776601683794, 'model__regressor__gamma': 0.001}",0.0031622776601683,0.001,RBF Kernel Ridge,,,
leave_one_out,63.0,122.0,114.0,1.4439582424924886,0.8817326249554753,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,64.0,124.0,114.0,1.462537312491795,0.9239257909357548,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,65.0,125.0,114.0,1.4656824212033712,0.8814030420035124,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,66.0,126.0,114.0,1.4601394678352049,0.8729725409066305,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,67.0,127.0,114.0,1.464818879154867,0.8833593749441206,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,68.0,129.0,114.0,1.4699839438626452,0.8965743749868125,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,69.0,130.0,114.0,1.4352245433681332,0.8982804579427466,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,70.0,133.0,114.0,1.44720623784066,0.8951327920658514,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,71.0,135.0,114.0,1.4526183245624382,0.8946799580007792,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,72.0,137.0,114.0,1.4139886424292345,0.9025785829871892,"{'model__regressor__alpha': 0.001, 'model__regressor__gamma': 0.001}",0.001,0.001,RBF Kernel Ridge,,,
leave_one_out,73.0,138.0,114.0,1.481682935791876,0.9074729999992996,"{'model__regressor__alpha': 0.001, 'model__regressor__gamma': 0.001}",0.001,0.001,RBF Kernel Ridge,,,
leave_one_out,74.0,139.0,114.0,1.517545648206175,0.90059187496081,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,75.0,140.0,114.0,1.5119459190122226,0.9026884579798208,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,76.0,141.0,114.0,1.5047870321678192,0.9044272500323132,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,77.0,142.0,114.0,1.5035490627672308,0.8825533750932664,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,78.0,144.0,114.0,1.4670668272059908,0.8990927919512615,"{'model__regressor__alpha': 0.03162277660168379, 'model__regressor__gamma': 0.003}",0.0316227766016837,0.003,RBF Kernel Ridge,,,
leave_one_out,79.0,145.0,114.0,1.5349997294821491,0.9098827089183033,"{'model__regressor__alpha': 0.0031622776601683794, 'model__regressor__gamma': 0.001}",0.0031622776601683,0.001,RBF Kernel Ridge,,,
leave_one_out,80.0,146.0,114.0,1.5462314836024034,0.9055471669416876,"{'model__regressor__alpha': 0.001, 'model__regressor__gamma': 0.001}",0.001,0.001,RBF Kernel Ridge,,,
leave_one_out,81.0,147.0,114.0,1.548784129871836,0.8963764999061823,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,82.0,148.0,114.0,1.5207234013379003,0.895868125022389,"{'model__regressor__alpha': 0.001, 'model__regressor__gamma': 0.001}",0.001,0.001,RBF Kernel Ridge,,,
leave_one_out,83.0,149.0,114.0,1.54499736069314,0.8956614579074085,"{'model__regressor__alpha': 0.001, 'model__regressor__gamma': 0.001}",0.001,0.001,RBF Kernel Ridge,,,
leave_one_out,84.0,150.0,114.0,1.541536521587581,0.9125023329397663,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,85.0,151.0,114.0,1.5400760793154833,0.9762554579647258,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,86.0,153.0,114.0,1.5468907606967457,0.9083612089743838,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,87.0,154.0,114.0,1.5311060157685676,0.8899782499065623,"{'model__regressor__alpha': 0.001, 'model__regressor__gamma': 0.001}",0.001,0.001,RBF Kernel Ridge,,,
leave_one_out,88.0,158.0,114.0,1.5405415036161605,0.89132262498606,"{'model__regressor__alpha': 0.001, 'model__regressor__gamma': 0.001}",0.001,0.001,RBF Kernel Ridge,,,
leave_one_out,89.0,160.0,114.0,1.549919277698833,0.9724367910530418,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,90.0,165.0,114.0,1.4962188437827943,0.8830189589643851,"{'model__regressor__alpha': 0.001, 'model__regressor__gamma': 0.001}",0.001,0.001,RBF Kernel Ridge,,,
leave_one_out,91.0,166.0,114.0,1.494788804549931,0.8934305419679731,"{'model__regressor__alpha': 0.001, 'model__regressor__gamma': 0.001}",0.001,0.001,RBF Kernel Ridge,,,
leave_one_out,92.0,167.0,114.0,1.5297551878779247,0.8877301670145243,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,93.0,169.0,114.0,1.518233338604348,0.8926792499842122,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,94.0,170.0,114.0,1.52526598721542,0.9033837089082226,"{'model__regressor__alpha': 0.001, 'model__regressor__gamma': 0.001}",0.001,0.001,RBF Kernel Ridge,,,
leave_one_out,95.0,171.0,114.0,1.524898404546904,0.9045787079958244,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,96.0,172.0,114.0,1.5266488586164793,0.8945174169493839,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,97.0,173.0,114.0,1.522258998781022,0.8865799580235034,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,98.0,174.0,114.0,1.523009800391543,0.891627375036478,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,99.0,176.0,114.0,1.53125323503314,0.9463691249256954,"{'model__regressor__alpha': 0.0031622776601683794, 'model__regressor__gamma': 0.001}",0.0031622776601683,0.001,RBF Kernel Ridge,,,
leave_one_out,100.0,178.0,114.0,1.5371957257137792,0.9054673329228536,"{'model__regressor__alpha': 0.0031622776601683794, 'model__regressor__gamma': 0.001}",0.0031622776601683,0.001,RBF Kernel Ridge,,,
leave_one_out,101.0,181.0,114.0,1.5182044616256856,0.9234838749980554,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,102.0,183.0,114.0,1.520766733688265,0.910575124900788,"{'model__regressor__alpha': 0.0031622776601683794, 'model__regressor__gamma': 0.001}",0.0031622776601683,0.001,RBF Kernel Ridge,,,
leave_one_out,103.0,185.0,114.0,1.4958906810705486,0.8898182499688119,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,104.0,186.0,114.0,1.4976863585440243,0.9021273339167236,"{'model__regressor__alpha': 0.0031622776601683794, 'model__regressor__gamma': 0.001}",0.0031622776601683,0.001,RBF Kernel Ridge,,,
leave_one_out,105.0,188.0,114.0,1.522248504991137,0.905622832942754,"{'model__regressor__alpha': 0.0031622776601683794, 'model__regressor__gamma': 0.001}",0.0031622776601683,0.001,RBF Kernel Ridge,,,
leave_one_out,106.0,190.0,114.0,1.5125853510059728,0.9042454159352928,"{'model__regressor__alpha': 0.03162277660168379, 'model__regressor__gamma': 0.003}",0.0316227766016837,0.003,RBF Kernel Ridge,,,
leave_one_out,107.0,191.0,114.0,1.5200306031597823,0.9183295830152928,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,108.0,192.0,114.0,1.5167457896647272,0.9121635410701856,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,109.0,193.0,114.0,1.5144479980931749,0.953352249925956,"{'model__regressor__alpha': 0.0031622776601683794, 'model__regressor__gamma': 0.001}",0.0031622776601683,0.001,RBF Kernel Ridge,,,
leave_one_out,110.0,195.0,114.0,1.516611684247314,0.9121127920225264,"{'model__regressor__alpha': 0.0031622776601683794, 'model__regressor__gamma': 0.001}",0.0031622776601683,0.001,RBF Kernel Ridge,,,
leave_one_out,111.0,198.0,114.0,1.5115560853108634,0.9066920420154928,"{'model__regressor__alpha': 0.0031622776601683794, 'model__regressor__gamma': 0.001}",0.0031622776601683,0.001,RBF Kernel Ridge,,,
leave_one_out,112.0,199.0,114.0,1.5036435782229158,0.8903953329427168,"{'model__regressor__alpha': 0.0031622776601683794, 'model__regressor__gamma': 0.001}",0.0031622776601683,0.001,RBF Kernel Ridge,,,
leave_one_out,113.0,200.0,114.0,1.513530420817637,0.8963049589656293,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
leave_one_out,114.0,201.0,114.0,1.5208768576145637,0.895855666953139,"{'model__regressor__alpha': 0.01, 'model__regressor__gamma': 0.003}",0.01,0.003,RBF Kernel Ridge,,,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,1.0,1.0,1.4256567982934656
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,1.0,1.0,1.4363961414191204
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,1.0,1.0,1.4340704245742024
,,,,,,{},,,OLS,1.0,1.0,
,,,,,,"{'model__alpha': 0.0825404185268019, 'model__l1_ratio': 0.1}",,,ElasticNet,2.0,2.0,1.4485128107549603
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,2.0,2.0,1.4657159772427282
,,,,,,{'model__alpha': 10.0},,,Ridge,2.0,2.0,1.4513271484306929
,,,,,,{},,,OLS,2.0,2.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,3.0,3.0,1.3932968224777862
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,3.0,3.0,1.404976747954667
,,,,,,{'model__alpha': 10.0},,,Ridge,3.0,3.0,1.3976223995870247
,,,,,,{},,,OLS,3.0,3.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,4.0,5.0,1.436828559925753
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,4.0,5.0,1.4482170582973977
,,,,,,{'model__alpha': 10.0},,,Ridge,4.0,5.0,1.445878031992652
,,,,,,{},,,OLS,4.0,5.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,5.0,6.0,1.438073766019537
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,5.0,6.0,1.4511788695597532
,,,,,,{'model__alpha': 10.0},,,Ridge,5.0,6.0,1.4496739395994944
,,,,,,{},,,OLS,5.0,6.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,6.0,7.0,1.4465750639087924
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,6.0,7.0,1.4634629514026938
,,,,,,{'model__alpha': 10.0},,,Ridge,6.0,7.0,1.455201771831702
,,,,,,{},,,OLS,6.0,7.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,7.0,8.0,1.4365527978457358
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,7.0,8.0,1.4496133392715371
,,,,,,{'model__alpha': 10.0},,,Ridge,7.0,8.0,1.4423610321732845
,,,,,,{},,,OLS,7.0,8.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,8.0,9.0,1.4503984684760578
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,8.0,9.0,1.4643240696050164
,,,,,,{'model__alpha': 10.0},,,Ridge,8.0,9.0,1.4560786708371238
,,,,,,{},,,OLS,8.0,9.0,
,,,,,,"{'model__alpha': 0.0825404185268019, 'model__l1_ratio': 0.1}",,,ElasticNet,9.0,12.0,1.4491959453920564
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,9.0,12.0,1.4527846668235007
,,,,,,{'model__alpha': 10.0},,,Ridge,9.0,12.0,1.449922088205506
,,,,,,{},,,OLS,9.0,12.0,
,,,,,,"{'model__alpha': 0.0825404185268019, 'model__l1_ratio': 0.1}",,,ElasticNet,10.0,13.0,1.4459429744026635
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,10.0,13.0,1.4689387228851356
,,,,,,{'model__alpha': 10.0},,,Ridge,10.0,13.0,1.450413482468284
,,,,,,{},,,OLS,10.0,13.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,11.0,14.0,1.4299998024732732
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,11.0,14.0,1.4515286375224528
,,,,,,{'model__alpha': 10.0},,,Ridge,11.0,14.0,1.4347148608809233
,,,,,,{},,,OLS,11.0,14.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,12.0,15.0,1.445134568309529
